zhdh,black_flag
B68066A55AF97D9C,0
C50FF00FEA120588,0
B9431CED87E7BCA0,0
DFCFF78459F6065D,0
A706BD78584CD801,0
4FC514A16E647B5B,0
A7D8C02FBF14F311,0
4522DC201E5C072B,0
392290C8AFF04B2B,0
1F9E5607E6D15393,0
2119324A5FC70A9E,1
F22FF7A43DE18B1F,0
5C73C5D3064FF1DD,0
B5636A1BCDAFDEF1,0
3B0FB1C83FFE2B33,0
0E3466C8CD2B36DE,0
427876A66849AD50,0
EF8ED2372427C03D,0
96DEB4D582A80208,0
6999D77FC57CD2D5,0
3205E2B308735759,0
73FF45F4973D7978,0
4213CBBFE26E6DBD,0
92CC36AA07B6AC3D,0
EF7B370E31FF31E7,0
D03345D6C73617E7,0
7F05AA44538A6708,0
EC8EC8845DD6B225,0
7BDD86DC8DE8ED46,0
FD0E2534DF9B36CA,0
3EF20F912037F0CA,0
DCC01AA327C87916,0
FE18D64426CE0406,0
43309D91C28F8CFD,0
2E5172011A4AF4CE,0
BDC618C0F30892B4,0
E1A04FCD27CB3C74,0
2D09E066C1D9D471,0
9FA5BCDBC5582EFD,0
6FE50502A84F852A,0
FC70415DF8701AD1,0
4F5DC7A121F77E53,0
B38C13D554490AED,0
A8424433345C5873,0
6A3E3F5D8EA76DCF,1
520891F8F8B3785F,0
5599DE094E3FC894,0
D3EF328BAB713448,0
0669A71C922F5B61,0
AB2486A09B519533,0
DF32A7406E3A6EB9,0
C06A00FB859964F8,0
7A23404EF86C41F3,0
79CD64FFC756058F,0
890B22832D4F555A,0
E26FBB2AB3CABEC0,0
78226282D5FD5DA5,0
18D9FCA5575FB63B,0
FF547FA547DC5B72,0
59FC66AC89B229D4,0
45B060BA65A5236F,0
C2901AD803C01267,0
B76FA11B275727B3,0
3C0559A061E93D8C,0
DACCA84F258DFA4F,0
09FB9AFBB3BCBB22,0
02B0651BC121EF55,0
C8BC5BC9A2CD89F0,0
1F580DEE71F89FFA,0
74733FAD60A2FA28,0
CC2C806346125A59,0
0633C9E686F65B58,0
6DF49F84408D9FFA,0
DF7E73F0F1BFAD8C,0
C6287677369422CB,0
0D1975D59541EA13,0
3C9CED221A27B542,0
E08EA0ACCEDD34EC,0
7CAD4BC7B0289A23,0
4E57E4A813D8B96D,0
7DAAB24C1C33C2B0,0
06556497B0B5FEE0,0
483671188F2A5D7D,0
416BECD621C36B23,0
EDEE84B8387DD204,0
76B2F99E0052E660,0
6F768770F1DE6486,0
E3BD8E55772C3F0C,0
DC32A07E8DE3D875,0
8DFD13099D3726C6,0
41C1B82CCF132E88,1
CF05279275094D11,0
7B94B43B6326938D,0
5E99ED7020D0A18C,0
801D13D1B9029CB8,0
C657840071DD31AA,0
36E2FA228C681482,0
8B995BC2105266B2,0
32B55D3109D08D15,0
830BEAF775AEA27E,0
C60B5207D164BFAB,0
10E800FD9ED4EC6A,0
D7ADAF9F5FF9CEB4,0
5D2A9C27508D93DC,0
D429D0DF74D34381,0
7ECF5909BB7A7DA9,0
B45503DE7587C9D5,0
FCE096584B3026A9,0
A73FF3A96FCBB541,0
FAA120FA5D06828F,0
6C21A75C98AE049F,0
57B422B9B11E1A8F,0
56BD0837A578A1FD,0
0B7C9D2809570417,1
E2DA9C63AFE9E4D9,0
04ABBDBF515D28B1,0
8BF035250D3824EF,0
B0AAC71CE5C03B43,0
738E65B3E25B5823,0
99A1467227222678,0
A2124A0CF0650192,0
80F611267064F9D6,0
9CF630026461FB1B,0
5BCCB53B2CF01595,0
9197A41FAEAED8DF,0
11533BD25DFC400E,0
FCBE9E5631EE11FB,0
67CCFC2081195358,0
74A5600DCE678FDC,0
FE7AA5895782EFBA,0
84EF7A10AA7E099E,0
5FF2566830FED8C9,1
32B5DBF18952E8F3,1
AA5EA34A9A72D9C2,1
1C500E4C7E6AA2AC,1
467E5A860B13EBC4,0
62526F79E0FCFAD1,0
E0FB9F972D748FC8,1
CCA504854A5C59AD,0
6FFCC53302B8BC43,1
BDA16C7D59A440A9,1
A534AA431A14E7D8,1
9D49C96FFA1F7596,1
48C33CC383BA4335,1
9DEA2CA444C1E211,1
2F31BD54F9BAE4EC,0
487FC9F44F812ECB,1
7769962070C50BE0,1
AF5DA367D9D05323,1
50F78581D1E75EBF,1
F0307D6885E7E399,1
CC20F8B7CA7C5423,1
D7ED4C350983F07F,1
4744F377E296922D,1
ECCFB70536C7FD62,1
148DC79269A4DADC,1
B5FC2BB983CB83FB,1
1BEF40A083FCD17A,1
5E43185F4320E927,1
CC23B5EE8ED96A6F,1
CFBA96F9379E7D69,1
9193904B70F2C93B,1
3A2FC63E0BBC7E7A,1
5EFAE99E295D1CAA,1
88AF10BC74BEC0F7,0
EB562F6A148DC73B,0
464F2A18EE645B68,1
FF8E8802B39B1C6B,1
4D005378AA2F77DB,1
D5D27B82141BBFF0,0
07F1FCCE0F228051,0
3749690173186FAA,0
E6EFC18162BB9558,0
F182356A50FBB11A,0
B3BA989B1F98B51F,0
74C8967BA505A0D4,0
FF6A55826D5571F5,0
426781D4D047FBFA,0
78409B563D56A027,1
4CF62F074D57E9E1,0
15A6A619DE24AD93,0
CC0A8521C292D4DC,0
2A1C169107008167,0
A9FD09B6924B6467,0
FCB71D261B2DAFAE,0
908D9D2114B5ABFA,0
CFD454F14A7010BB,0
1DDA22F43766FDFA,0
77F32DBB513EB258,1
A596886AF5381E59,0
10793E50632DBBD6,1
6B5D6D27624B6B83,0
A2FB50CD6DFBD809,0
9A8B276A7860BEDD,0
30F1042490A48A51,0
1090A7657DE2C2CC,0
4EF180C642B4419C,0
C472042EAB9D2B97,0
6B41320EECD5D909,0
54CD9ABA23AC5027,0
E252BD7E94B998E1,0
9BA51B93C522F582,0
BD10A421142EE3B2,0
68A0637047EDEA39,1
C0078CC98AB0B303,0
55BB806A02868850,0
E8DBB76B9A587256,0
85E9C877AFF7DBC1,1
FE1B7E0E36974A43,1
CABEB742633FB3FA,0
0DAE45D6C040FC67,0
470E60139ACA9736,0
54D55AE0CD4AD6D1,0
A5F1D2C3CBFCEF65,0
7B48611434F90CDA,0
5B0D665E6AECA8E3,1
EFDD655FC5600D11,1
693B911763C0A02E,0
327B213FB401F29A,0
BAF2DA2E21354561,0
436E70B51F509DBD,0
4F2F129FF270D0D5,0
1D19185BCB80206C,0
1915F9ACAAD6E8C1,0
1AEFE8D0A51856F3,0
847FC57B5710B14F,0
2F53C90AD86AE6B7,0
4B52981E459FEBC5,0
A80332021A74B328,0
15E67B58AD56563A,1
F8E74F64D863A1C1,0
97ED62FA9AB60E85,0
599A2A1C1E04B90F,0
4087F91F226235F0,1
53AF58B1411E785D,1
98C0FC0A991C0CAB,0
517C6128D40C324F,1
D78CE37E2F5B76D2,0
1C6254FA22449153,1
93760332426A170E,0
DBD3ECDA7C79043B,0
D06B1A718DB118B5,0
2602CB13F1CE3960,0
748DF0D9CB39CA02,0
832381CE328E49D6,0
5BAEE3A095F64252,0
C5BE32C422C3EDE8,1
B47851EBBECC9158,0
772059A5B3B1810B,0
FF78D7BCFAF864FD,0
BEC7043F570FBBE4,0
01D8CE1F87E841DF,1
A683380E49AF371A,0
A3B66AF09FA6181B,0
1E30F32CA67B8781,0
E90DDBB8B96177AA,0
A5E953F6AB8902E8,0
27A1225C1DF32CC4,0
DBE44BD3D2E17C3E,1
B10EE66D3CAEC6F0,0
4B9261FAD8E0D042,0
CBF88AF4EAFD32A8,0
24A75B029DABE682,0
8AB620C91C398ECE,0
CD56B7FE39570AF1,0
223E1D26297F2C1B,0
17CB87F3439017AA,0
A4766B81BCE26E3A,0
8589B7DEF71BA7B8,0
5301E0ADBFC83C52,0
00CAC587AF5B38D6,0
6825CFB24066014A,0
0AB0CC464BCF81EC,0
9C8477FABEB68F03,0
9674F67F576B210F,0
E1DE3E00C7F2C91C,0
4FCF89A7D296434A,1
90C7274A237212F2,0
499B9978503708DF,0
E5D950C87F088CB2,0
307F50C9D457D4F7,0
74259C208A2149A7,1
B099E6D7733435FF,0
0FE77888F2F103DE,0
570933EFADC087B7,0
F294967AE8D506D0,0
91C0BE0BBECA445F,0
29F83CDAB04032F2,0
3541A0FD855EBF87,0
4D539F8021A30339,1
2C3C2F80EE740240,0
7DE4BB006CE4B2B2,0
256FDE00CE6B846C,0
51208DD6C0A9296F,0
0205EFB3325F8A9B,0
AAE81C34EF75BA2F,0
B1C1925D5F06DBC1,1
18E1F7ADA8D79652,1
53BB432A7D6BAFC5,1
80EC174E7AA671B0,1
875349F06097A4D8,0
315E87004E70DE5B,0
E3B898ABACFA918F,0
0B44C94860CA96F6,0
3DB9735BF83413AE,0
FD3514FBFDA5B208,0
637E4BABCA51BB78,1
89B4300FCF27BF42,0
3F049CFB3BD37495,0
4579E3CCF239DF3E,0
CBD36D4D5311D6F7,0
F21F3FFB6C842381,0
F32B13095CE122EE,0
DE8BB57A08BEDFB5,0
F2C7E1F8949E0D8E,0
6F8F027755D9EAF0,0
728325A6115EB22E,1
FF79B623D8310082,1
48C378BC32EE3775,0
6EBC5EC06F48EA96,1
37C924CD58503D52,0
9D26AA2C632E6665,1
63AC4A245060D9E2,0
2DF1953497A880A5,0
9E496CD6D077C487,0
85E173893DE43732,0
64B13582BBE83479,1
FF7BDA67EC9E7795,0
FCFF3A4D2EF9B33D,0
D94EAD26382D373D,0
0F0CF8E1AA1550D5,0
ADECBAA0C9F94821,1
BF3D3DAFFCE0E4F3,1
FDFE51FCD3824CB6,1
D7233C85D365BE0B,1
9BB5D9C345289C7C,1
08182B8EAF7EB59D,1
AAE39D4C8709ABA2,0
96F12E1704E3B51E,1
C6C4161DF0CDE285,1
BC70E9F2B6239756,0
97C70BD1CDBE0E95,0
FCE4D4B78BD5E55C,0
D3E4F455C7194B6B,0
8A2FA2499D21E4A6,1
0445A8140C6BB3B8,0
1EA1DE92D443451C,1
B3A49F18675D6029,0
8BD0EFEC5DD32BD8,1
4843858079CE882D,1
82A1199465A0B693,1
1961E1A29ECF2D6F,0
E5C3BD26AE7F0972,1
13CB2EEAD480027B,1
4C928903B2E5C44E,1
A26C4398BCA6ED4D,0
99A16103D4F1B877,1
AFE12FF3167B187E,1
D1DADDFA9C155153,0
FE830341B2170F71,0
5B00BEF13FF53F67,0
D00B4760DE2C8177,1
6D1ADE25A6AC3B3B,0
04ABB6C22C2A2015,0
79694D25F383FA96,1
DA8CF2A7D119BA0F,1
304E10433F3864A8,0
1CED258AA2D89991,0
5CAF6A7434B5EBF2,0
AB61B12774554826,0
8204B64EAC019C33,0
6F27FE2FC319874E,0
E2F30D3079857A08,0
5EAE06DF548AA1FB,1
CFD9230D06899FCA,0
B86FC163CC2A6D2E,0
17407754DE5BA472,0
CDF3A3171B9A2C97,0
0C6E79DE437A6DD8,0
EFD9718F688EA6A7,0
31F2B8D25563FB10,0
ED582B6AB5C768E9,0
AB7F7CCF1B682C95,0
D15932981A0991C1,1
FDE49F3CB8D803FF,0
B247B927567DEF80,0
9B57EBCE396A0DFD,0
FF06089B46691D5B,0
84BA64F1390C6200,0
4D57ADB30AB70CF2,1
8BF11A6B212B18D8,1
95A315EED2B7F8E8,1
7E65D1D0EFA937BE,0
E7372320CE409799,0
8468F08047901747,1
1598524E5A257AF7,1
B526FAF732D6F16A,0
0653E8A49088B2E7,0
4E1766D109381F6D,0
881292F560D441FA,0
D25A7DD82B2B4221,1
AD0B2604E89B4318,0
A260BEDF409B0C6A,0
DAE835E88A0D3325,0
97A03F7B1B0A79AF,0
C24FF675C69D0349,0
34342D679E02DB14,1
CA6B0FF6D0D317CD,1
AC3CBAE61BF97CE0,1
05B1DAE421F50D69,0
B1919A97AE453665,0
C4FA595EC8D83C3D,0
132E9E6DCA8768AA,1
9CA085C00C013EDC,0
59FEBE98DDB45DE7,0
62B6C9856FF24045,0
492290E33B28D87F,0
946F6279F99AFF10,1
43F31B25D3BA73EC,0
967E5636707FAF10,0
E8815BEF9F76EA3D,0
18922625909E1E8E,0
81382EB390B9D9A2,1
1654DB4D416C655F,0
80C6173A4D68C44A,0
7B4CC602004F8C2F,0
34BC4475CDB5EC07,1
44254F7F27E4E1CA,0
5EA9BA8E73328024,0
3C8644EF522C07B1,0
0252466B88A71930,0
794CB5AA45620E54,1
DD397A7BE0B1562E,0
A54D4A4788BEF6CC,0
D3DD5EA29BF14A8D,0
97163F60E04F789A,1
88BB03B99ECBF89F,1
F8F8A0434A555671,0
E46CD392F169FEDC,0
6807C689DC96E8BA,0
8EF9B5B9F27E5C12,1
6FA0977B7DE7974A,0
A9A170480D5900A0,1
3CCCA91DF24AF34C,0
D157A119B4F62CDD,1
ED8B92B8A56A8235,0
29801482172300A1,0
28AC7EAF21AC2794,0
CA06A6914D3C7A51,1
7FCBCEF966388F4B,0
2DB552D3B7D0FAAD,0
C0BB4E4E0DC7ADC8,0
24AB68194B0765D2,0
19BB67EEC8ED8706,0
D1BB49FF0767C8E6,0
B2BAC5199F9BA9CE,0
66DC28D30155F8DB,0
882BE34F88F07851,1
67D2EA495DD31471,0
8AFFB067C10A952B,1
AD90D0A607E5CBEE,0
1055540525B26229,0
22B65779B04F5FC3,1
F11F141DE4BBE239,0
E96DE19F2CCBD46C,0
000AA77144DC1BCC,0
B379C9CC99F63591,0
CA03E58AFEFC4837,1
FC823EFABC16ED7D,0
F274608D54B96E4C,0
97D4D479F7A39C37,0
66374460C619204E,1
A273414494E3C3F1,0
4DB1E8ED9A41EC30,0
76300FFDCC8B9509,0
8D2AE63F2818D8DC,0
52E7622B46D1C27A,1
C0A75D0AB0249223,0
267A7674C9074FF9,0
6A54918CE5BD45BA,0
AC7BF5482BADC861,0
DDA247B54BFC94C7,0
A45C7D9036026541,1
95DB129E8F7ADEAE,0
4B5E4DC478F71413,0
38788730690D17F2,0
4E554AFC30421123,0
CC6480C1AEC2AF10,0
E0E0A07BA0389C4B,0
63E9DA7EDC3E6FCA,0
2F8C35F20096F48C,0
FC7C411877B057F9,0
70D88DB8FC58F046,1
17484C469F66EDA6,1
502AA9C4E72B0CB8,0
1D30D6A62932D848,1
A10AE15B92971306,0
EA60403C51054193,1
41D3E18D3755C016,0
AA6099CE21A39BF3,0
0E2AEF628157D010,0
8E013AB03B65448E,0
EF36D3CF0E8B8F7D,0
903E2EBE1CC06B60,0
84AE95D8A81B0439,0
6858EB38690F3F3E,0
E357EAB118E5C042,0
97278D056E81FDD7,0
ADCF1779388773F6,0
39ABF9F3186EEC64,1
0EE5D0C72406CC22,1
8E9E2BF6CCD04137,0
70318166FE647BDB,1
40A05619D0468268,0
5E8F84D329DDC724,0
E1D406EA7DA4CBEA,1
4A54E238B317FD60,1
B64C667426659153,0
6479658FBD8A7FAB,1
5AA99F5A535650C3,1
1CBDA2F9B7E389D1,0
828C6EB8D3CE935E,1
F9DA4A65325FE3E4,1
4D394B9DFC00D06C,0
5276762997F296A3,0
68C566054EEA1EE2,0
9AED6A6E888E6901,0
7AEBAFAB8262FC65,1
AB808B399105C2A6,1
1701BCFDB118A6BD,0
B7CD02E51946FF50,0
62D3910DECB9FCDE,0
379DA268EE1E0951,0
E8AF673028F15089,0
6283AEC72BFBEBA8,0
3DB92FD6DE50F417,1
505951BF388138AD,0
C3F4F7138993EEFC,1
77630EB91196E548,1
5E1F85F81F2973CB,0
98F99CEC30B40F5C,0
5629DE12DB00B7CA,1
26DEDD90CB2581B0,0
2A5577B8706FB648,0
7B073DB9812E0EE8,0
9EEFE69CADA5DE4E,0
C415B8C52AD355FC,1
5C428EDE3CFCFBCE,1
C82A3BB4454D66CC,1
19298B8238740812,0
4362F85709595493,0
C10FC775180D0DC6,0
9BF5E46BE5094CFD,0
7AAF831EF721EE39,0
B76B73EDA4F33A8C,0
42AF801682AEA529,0
F6D5EAE50B3672C7,0
33864343C503E557,0
18927CE5ED266999,1
C73B46E9E7D562B1,0
ACA55187F0EE8FBA,0
A264A7A1189F1A7D,0
2B6C67391FA46B9E,0
755CD523352A3461,1
C0FDFCEA3EE90980,0
059D0F83F48ED53B,0
1227FC3347927AA4,0
2C077FBEFE31ED89,0
9ED9926F41E5D9C5,0
4683777D57D1D7A7,0
BC6EDA1B02096034,0
48E8F317301820B9,0
DE2A282CEAA9DC21,0
C188529CD8EB9FAA,1
0DDDE035B4BCA00C,0
BA7F8F455D778B32,0
910F5CB5C5901C8C,0
9B0F1E90FDEB951B,0
BDC25B53977730F7,0
698B2503810C91EC,0
231275BAB869854A,0
1EBEDA2FC23D6D51,0
2A477F61196B11F3,0
FBA5C13BF4E7E860,1
341F9C0ABD276ABC,0
AD53E2651586F177,0
4DD7AA787AF07A1E,0
1A34CE477F11D658,0
2B68F7A5D50C67F5,0
1106B8C3EEC8820E,0
BFE36ACCB1A9735C,0
A503AD14449842E1,0
C7176B55336CB280,0
8D7DE218D49075C9,0
886F96BA525378EE,0
49371CB62A8A9955,0
17E4B4362E1C5C97,0
E2871148672DED56,0
1D7659E94F0A666F,0
3F17C21C93FFD891,0
49909D136E2FAA8D,0
5BC41A69429107E5,0
2417E7240B642820,0
03D1475E182C8000,0
A891CBE2872D5236,1
D0057BCAF2012DBE,1
273A0BA583BFF428,0
879C0F4C6FCD529B,0
5B9F5E779DBAFCB9,1
1601876AE8C9F796,0
2C117C853A7C1D02,1
A51B4FE7E6B9B799,0
4A75C089C5684E07,1
F432E3918077C7D3,0
0CA4FACBD0373CCB,0
2BC03B1C0FAF79A8,0
2157C91EEAB412A1,0
26FBB77D44945232,0
E08AFF8FDA3C9471,0
D53AF07EDEA4AE4E,0
CAC2FD732D698C79,0
7A73682B9C065ED3,0
6E7963BE1B1B92B7,0
87240B09CDF16592,0
7FA432DFA7BE0AE3,0
C5C897FAE2AE5AC3,0
B6120CA1493CCA49,0
8D831B3F0350BD7A,0
AF13552D8D9A87B4,0
76960626D436DD25,0
903268F42B30E571,0
293FB3F34DBAB58E,0
BDCE3CA47B6B535F,0
439AA64A295E952A,0
830BECBB6FC3798D,0
0AECC119050FAA31,0
0A2E77812925C0DC,0
84AFE614DB63C04D,0
D4977D695B7FCE84,0
7E414872A38DDF8E,0
C65CE7C81CADED23,0
50E4F7957C9283BF,0
A4B39812B87ECEED,1
EF773BA06160FF2B,0
9A97B3B003DEA18B,0
49FB96CB3E78F278,0
D463195BA73811EE,0
40956C5603092A21,0
73BDB013C7730477,0
D215E32E55F33D32,0
1ABF3CF05177A632,1
EC82ABF7AD0FBE60,1
85ABC21BA3D3BC51,1
50532EA5BF263530,0
B2E3807A87E55774,0
424481C4F83FEE42,0
C96697DCBC92ED88,0
4EEAA2F8BB0EE7E4,0
FE28863052EA1F0B,0
8EBE0FBCF44C0F00,1
DC0A6EED5BFFF6B9,1
7C6C6718CD833FDC,0
4BB002C7BEAE7857,1
E307D78B4EC92E06,1
8BE7111B4D059119,1
C808D809B9CCB35E,1
96CF04BE73D3D29C,1
9FFDBCF6164FA055,0
84F57F87D6F37463,0
C23C090D07BE1723,0
810D35C5E80D8309,0
B1EEC5171440E750,0
15D08E335010A912,0
BEED95198368AF81,0
495880E7520C8D41,0
328DEC2CCCB25329,0
806ACFA8E703BA93,0
DE2C8E49106A7CF7,0
A4CDEF5342AF5EBC,1
5FFC11F424572FF9,0
AA0BD3C5468526EE,0
3C74AC893340B404,0
3B4CBAED3DE2C2E2,1
601DD5CFBDBEF109,0
D3BED969213ABCAF,1
4D0D64C467432E73,0
08C6EEA35280811F,0
4476F6C8B7C9E5F0,0
192DFD6789B84ED0,0
CFAA15B1410E4D44,0
B4C1207D5F13CCFA,0
34EECEEDAB6FCA68,0
F4FC814C7F3241A1,0
381630441DB10E55,0
4039A6347AE7C5B0,0
B309D8A124A8A9BA,1
068DD23E16F31F73,0
D65E368A17A2E945,1
19898FAF84554548,0
028A3692EEEF862E,0
3CE4A68819D3C615,0
1A34315CBDEA72C0,0
9296459F479E8C3B,0
5A02FAA7596D503B,0
4F2AFA70AA8CE5CA,1
58A033D03411D895,1
A944F4AE6AD65AA2,0
0D81BAA1AEC5651F,1
4A190B7E678892FB,0
DDB121AC4E891F41,0
85CAC500F642ADB5,0
515DBF7E89F7D74E,1
5A970C215FC2194B,1
E02824D0C0E8FD43,1
82444B14FF4A443E,1
163D5D48AFD01000,0
E85A3F84AA42093B,0
A883066E63BDD65E,1
D7AC57239DB7C5BF,1
FDDEECF6C95E26FD,0
227A4E489F8438A0,0
AA73B2C3AC6DBEA4,1
C5B6BEEFB10DB057,1
65646A38926F1A9A,1
0004CC075464D54B,1
207C20B49F13F4E1,1
7D6B69BAF5633DEA,0
752B35065FE27CDE,0
9A71B9BFAAF81393,0
42DA0C0880CDDD12,0
D7259EBFCCDB6551,0
E27579B25C818630,0
FC1A253A6E9984B5,0
EA8279D6E8EAD997,0
22855A0A81F10749,0
587FAA182D2BA33F,1
A3055F1188808EBE,1
EEE234AF4CE7E1CD,1
2F5A4140BF680B21,1
43506E8867FBB208,1
2544745E059B9253,1
9CA7AB1FEEC63D6A,1
451BE3254AB30CE5,0
A6745B155EECB966,0
C2FCFCC28BB4B475,1
22E8602C08FAFC39,1
43FB20E366A817BB,0
9261D91C44CBA128,0
76A0D324918B26FE,0
F153A8D513F4DD3A,0
95D57120F0706F3C,0
902A59E05F4EBAA5,0
258333E9B6092042,0
B390498DDF41530A,0
8B5DB30BF7B49F65,0
F4CD6642DAAC4061,0
2A77E8362E61D645,0
0A4C6E073BDA141A,0
F59A65A607C9F2BD,0
39C17EDBA55E432D,0
7AFAB26B28010DC9,0
4EA65C27242EAF1C,0
B1C9AFB2E57BFA2C,0
9B9B29A05F46250C,0
E3770B41A6B98E88,0
94FABF34E8C2DDE1,0
A4ED1E8BD293BD64,0
87EC84104656E8F7,0
D68003D6091DCC2C,0
E9BE87DAFEB97CE5,0
26C5946AE35D714E,0
ADBCA18B738EFB36,0
0C26B80BA8AE8E6D,0
937B08595C885AFB,0
C98D58EDD78680AE,0
AA24247D3785C499,0
0047FEF00AD4C1A3,1
7B033917A80CD210,1
835C30B9EDC89BE8,0
3860C18F199DB13A,0
94886A69F16538D6,0
2B1806294677B012,0
AFCCDBD749EE9ECF,0
2EE265FF0E0FE748,0
211A8E8BD0886819,0
B753531D5C4FE9BB,0
CD5D8F53BECD59B6,1
4C4D576889E79905,0
B9F1E20314850980,0
6654E21FCE7E5A69,0
EE56B3DA51B7FB07,0
EC03B4BA4646A8EA,0
10CEECCD6F660C50,0
3C3DD108021247CE,1
6338C93F54FD6437,0
A28C6E257BE90378,0
03C9B5B1C3DE4575,0
474A4587572B034E,0
E701C55042A806AB,0
7B46DE0DD3EC419B,0
A5EECE3A7859F587,0
4B3DE4DE3F8383D4,0
835ECD8BE97ABAC6,0
F97952F3F61F2D2C,0
793191806FFB23AC,0
B5B5D0ECF7001CD3,1
CA55A8A746F53B6E,0
17BBF71924AAE44D,0
6EE934222F969EDA,1
C543B2501169C39D,1
93B5982A09009499,1
4018C40488849BBD,1
EB4E613A8B5ABE50,1
FB78B6C8BCA053BC,1
57D596C3D35C2718,0
148EA9966DC56511,0
ABD03BD31FA511D3,0
BD53D35C13E23E6A,0
367A53A15B89BE78,0
1DB9302A9C4AD37F,1
EF9887F40E7EE6F7,0
088D4C1053649A70,1
5EB47185C6F1B617,0
36FBB513694F2D3F,1
8B7164AFD1AAE941,1
80BE3BD1DBCA62EB,1
188D9B4C0E89C848,1
31B2DA0ABCBE2523,1
C439CDF8C774FE21,1
F08244063F123EEF,0
5867C4B1657D0311,0
E61B142C1038F8C7,0
49D44F8B1C565357,0
58F8E895DDF5277B,0
5327BDA9D2448DAC,1
9209C573AD60C391,0
7300BB91BAB216C4,0
7FD70C835AEADA55,0
716CB1DE33A6711A,0
9D3033A20272982C,0
B3A7E62B0A399EC2,0
7B0D2645984373F4,0
BBFC39DC91F5930A,0
AE28827D68A89ECD,0
01328F5215A74805,1
096031E2F79D8F20,0
D088A1590CAB1C5F,0
AC5DB91220F198C7,0
842853F2957F688D,0
518DCB4B8737A2FD,0
A28E07B829FEC610,0
2F746600F8DD3AD3,0
A70BAC4B0F808BD0,0
0E6F3D1EF54572AB,0
5A1502217FF081E5,0
9DFE1B47BB0533A2,1
0F7545E804E93B97,1
6A747ED47A21CD74,1
A3125ECDCD429799,1
9EA3C375213CA7BC,1
23B92A4D471B0761,1
0BDC402A7FB88450,1
2555ACF5F63EA64E,1
3415BA67BA4BA91F,0
3250EB52F1D81F20,1
A4D6F37C075194E9,1
8332D0BEEEF54953,1
B657F9959D4BF3FF,0
2DF6F9D9D8EC63E6,1
C3EDD7E02FF0AFFD,0
20764FD02AD20E38,0
5974B8364736F045,1
8F96CE010121EDBC,0
BBD3BF842144056E,0
4A5107A6379350C3,0
EE3B779E86A8A359,0
1851274D80661AE2,1
4CE0A072ADD34F92,0
E5BEEBEB7A693996,0
7991091288CF66FE,0
742EC95752E901C1,0
15E677531E7D48D0,0
87B201F0828C07C4,0
CAE8251EE6F82A63,0
B33AD1D315F3DBBA,0
9BCD3BFE7DAA568C,0
A0B8074425F3148E,0
44D706618135EB95,0
37C6FD4FDFAA913A,0
6B646852A9B04757,0
4EAEB75D1C329D6D,0
7DFC5CCCC36C4DEF,0
850716F10725D082,1
556C750AC5DB6D86,1
DF8B22B6D37A8C93,0
E80308EF06C0A884,0
E57C890309B64253,0
AAD5764DDB34D559,0
3A4193D859F3102F,0
